,ast,blk,conf_abbr,drb,fg,fg2,fg2a,fg3,fg3a,fga,ft,fta,g,mp,orb,pf,player,pts,school_name,stl,tov,trb,year_max,year_min
199,1,0,WAC,9,6,6,13,0,1,14,2,8,21,70,2,7,Anthony Dixon,14,San Jose State,0,3,11,2010,2010
200,0,1,ACC,7,5,5,10,0,0,10,4,6,27,37,1,3,Greg Donlon,14,Virginia Tech,0,1,8,2017,2013
201,4,0,MVC,4,6,4,11,2,4,15,0,0,13,62,0,1,Lijah Donnelly,14,Illinois State,2,3,4,2020,2020
202,2,0,Southern,7,4,0,1,4,11,12,2,2,12,57,4,8,Michael Donovan,14,Virginia Military Institute,0,2,11,2015,2015
203,3,0,Total,11,5,5,9,0,1,10,4,10,29,61,10,7,Francis Edosomwan,14,East Carolina,4,4,21,2015,2012
204,32,4,A-Sun,18,5,5,38,0,2,40,4,10,27,342,5,30,BJ Edwards,14,Jacksonville,9,18,23,2015,2015
205,5,8,SWAC,11,6,6,21,0,0,21,2,6,10,105,5,20,Brian Egwautu,14,Texas Southern,1,10,16,2007,2007
206,3,0,AEC,1,6,5,9,1,3,12,1,4,16,63,0,4,David Fine,14,Binghamton,4,10,1,2009,2009
207,4,0,Southland,4,4,4,4,0,2,6,6,8,18,54,4,1,Wesley Fritz,14,Sam Houston State,0,3,8,2012,2011
208,8,0,AEC,3,4,1,2,3,8,10,3,4,21,61,0,5,Leo Gallagher,14,Binghamton,2,2,3,2020,2019
209,2,0,MWC,6,5,1,1,4,8,9,0,0,5,32,2,4,Connor Garner,14,Utah State,2,3,8,2017,2017
210,2,4,Big Sky,7,4,4,9,0,0,9,6,13,23,115,9,18,Kamil Gawrzydek,14,Idaho State,2,8,16,2011,2011
211,7,0,WAC,2,3,0,1,3,8,9,5,10,21,78,1,0,Raef Gerdes,14,Grand Canyon,1,2,3,2020,2019
212,2,2,Big Sky,8,4,3,8,1,4,12,5,9,21,45,2,4,Grant Gibb,14,Eastern Washington,1,2,10,2018,2017
213,6,0,SWAC,5,4,0,2,4,28,30,2,3,24,127,0,6,Tavis Gibson,14,Alcorn State,7,9,5,2015,2015
214,3,0,Horizon,3,5,4,12,1,2,14,3,8,28,67,4,4,Adam Giles,14,Wright State,3,3,7,2019,2017
215,29,0,Ind,3,3,2,6,1,3,9,7,12,22,143,1,8,Michael Glasker,14,North Carolina Central,5,18,4,2011,2011
216,4,8,A-10,13,7,7,18,0,0,18,0,1,11,105,11,15,Khiry Gordon,14,Fordham,7,9,24,2011,2010
217,8,0,MVC,4,6,6,10,0,5,15,2,2,9,57,1,4,Mark Hall,14,Illinois State,0,4,5,2015,2015
218,9,0,Total,12,5,5,8,0,0,8,4,11,25,71,4,10,Chris Halvorsen,14,Total,2,5,16,2013,2010
219,0,0,Patriot,9,5,5,11,0,2,13,4,7,16,96,7,21,Austin Harriott,14,Loyola (MD),3,4,16,2017,2017
220,3,0,Southern,6,4,3,7,1,10,17,5,8,29,61,1,2,T.K. Hayes,14,Furman,1,6,7,2017,2014
221,3,0,Pac-12,4,5,5,11,0,2,13,4,8,30,51,0,2,Rodney Herenton,14,Stanford,2,5,4,2020,2017
222,8,0,AEC,4,4,0,2,4,23,25,2,6,36,113,3,8,Ryan Herrion,14,New Hampshire,3,5,7,2012,2009
223,2,2,SWAC,6,4,1,10,3,9,19,3,4,8,65,3,10,Lloyd Hickinson,14,Southern,1,3,9,2011,2011
224,2,0,Big Ten,3,5,1,3,4,15,18,0,1,14,66,0,6,Adam Highberger,14,Penn State,1,4,3,2010,2007
225,1,0,OVC,2,5,1,2,4,9,11,0,0,9,38,0,5,Will Holifield,14,Southeast Missouri State,1,1,2,2014,2014
226,1,2,Big East,8,7,7,10,0,0,10,0,2,13,50,3,7,Doyle Hudson,14,Pittsburgh,0,1,11,2007,2007
227,7,0,MEAC,5,5,5,16,0,1,17,4,9,15,83,4,10,Radin Hughes,14,South Carolina State,2,11,9,2015,2015
228,2,0,Patriot,2,6,5,12,1,3,15,1,5,12,52,0,14,Adam Hyncik,14,Lehigh,3,5,2,2007,2007
229,7,0,A-Sun,11,5,3,6,2,28,34,2,2,18,98,8,8,Cortez Irby,14,Kennesaw State,5,3,19,2010,2010
230,0,1,A-10,2,5,5,9,0,0,9,4,5,9,17,3,7,Anthony Ivory,14,Temple,1,3,5,2007,2007
231,1,0,MWC,4,4,3,7,1,2,9,5,10,10,28,4,5,Nikc Jackson,14,Air Force,2,1,8,2020,2020
232,7,0,OVC,8,5,3,7,2,15,22,2,6,19,56,1,7,Jalen Johnson,14,Murray State,1,2,9,2019,2019
233,2,0,Horizon,7,5,2,10,3,7,17,1,7,9,69,6,12,Kevin Johnson,14,Milwaukee,1,4,13,2008,2008
234,5,1,MWC,15,5,3,8,2,7,15,2,6,11,127,7,15,Nick Jorgensen,14,Air Force,2,2,22,2014,2014
235,3,15,A-10,20,6,6,10,0,0,10,2,12,17,126,11,23,Lounceny Kaba,14,St. Bonaventure,2,7,31,2007,2007
236,3,0,Big West,12,7,7,15,0,0,15,0,0,15,44,8,6,Dean Keeler,14,UC-Irvine,2,4,20,2020,2020
237,4,0,Pac-12,8,5,3,7,2,4,11,2,5,20,72,1,6,Dimitrios Klonaras,14,University of California,1,4,9,2020,2020
238,10,0,Big South,10,5,3,7,2,8,15,2,2,21,95,5,9,Mac Lake,14,Presbyterian,1,3,15,2014,2012
239,1,3,A-10,11,4,4,7,0,0,7,6,9,21,66,4,9,Trey Lang,14,Massachusetts,0,1,15,2011,2008
240,1,8,Patriot,17,6,6,14,0,0,14,2,7,41,114,9,24,Probese Leo,14,Bucknell,3,8,26,2012,2009
241,3,0,Summit,10,6,6,10,0,1,11,2,4,14,59,2,21,Cameron Loepker,14,IUPUI,0,8,12,2013,2013
242,6,1,MWC,7,4,2,3,2,7,10,4,5,7,76,1,11,Callum Long,14,Air Force,1,11,8,2014,2014
243,1,1,Summit,13,4,2,5,2,10,15,4,6,15,84,3,17,Kyle Luedtke,14,Omaha,0,1,16,2020,2020
244,7,3,Summit,14,5,1,3,4,14,17,0,4,8,86,3,14,Nick Mabbutt,14,South Dakota,3,8,17,2012,2012
245,3,2,Big West,2,5,4,10,1,3,13,3,4,13,45,4,6,Ege Mala,14,UC-Irvine,0,2,6,2014,2014
246,4,1,SWAC,6,5,3,10,2,10,20,2,5,10,61,6,7,Vincent Martin,14,Arkansas-Pine Bluff,2,4,12,2010,2010
247,14,0,Southland,5,6,5,10,1,3,13,1,2,10,58,3,5,David Mason,14,Oral Roberts,2,7,8,2014,2014
248,3,0,Summit,3,4,2,9,2,2,11,4,7,15,53,1,9,Trevor Mason,14,Missouri-Kansas City,3,5,4,2012,2011
249,0,0,Big South,4,4,0,2,4,11,13,2,2,11,35,1,5,Nick Matson,14,Virginia Military Institute,1,3,5,2008,2007
250,5,0,Big South,6,5,4,8,1,4,12,3,9,8,44,2,7,AJ McBride,14,North Carolina-Asheville,3,4,8,2020,2020
251,2,0,MAC,6,6,4,6,2,8,14,0,0,20,43,4,4,John McCarty,14,Central Michigan,2,1,10,2018,2015
252,0,2,MEAC,8,5,5,14,0,1,15,4,8,19,73,5,10,Jacob McIntosh,14,Maryland-Eastern Shore,1,2,13,2020,2020
253,1,1,ACC,10,5,5,13,0,0,13,4,6,14,104,5,11,Justin McKoy,14,Virginia,1,3,15,2020,2020
254,2,0,A-10,3,5,4,6,1,5,11,3,6,31,82,4,6,Duncan McLean,14,Richmond,5,8,7,2009,2007
255,0,0,MWC,3,4,3,9,1,4,13,5,8,8,49,1,5,John Middleton,14,Utah State,2,1,4,2016,2016
256,1,0,Big East,2,4,1,1,3,6,7,3,4,13,36,2,1,Stuart Miller,14,Louisville,1,7,4,2008,2007
257,4,6,CUSA,9,4,1,5,3,5,10,3,6,15,72,5,9,Abdul Mohamed,14,North Texas,2,5,14,2020,2020
258,16,0,Patriot,5,4,3,15,1,7,22,5,16,32,160,3,26,Justice Montgomery,14,American,4,16,8,2015,2014
259,8,0,ACC,0,5,1,5,4,8,13,0,0,25,43,1,5,Wade Moody,14,North Carolina,1,5,1,2014,2013
260,9,1,CAA,7,4,0,2,4,12,14,2,5,15,62,0,3,John Morris,14,Old Dominion,2,0,7,2007,2007
261,5,1,SEC,10,5,3,5,2,7,12,2,2,19,88,7,11,Zach Naylor,14,Mississippi,2,6,17,2019,2019
262,2,2,Big 12,9,6,6,18,0,2,20,2,4,32,59,7,6,Jacob Neubert,14,Baylor,2,5,16,2013,2011
263,1,3,SWAC,7,5,4,25,1,9,34,3,7,16,127,5,14,Emmanuel Njomo,14,Southern,2,12,12,2007,2007
264,8,0,Big 12,8,5,2,4,3,23,27,1,2,24,77,2,11,Obim Okeke,14,Baylor,4,7,10,2020,2018
265,1,0,OVC,7,7,7,11,0,2,13,0,0,12,46,3,14,Domen Omladic,14,Tennessee Tech,1,4,10,2018,2018
266,5,0,Summit,5,3,2,6,1,11,17,7,9,26,53,2,3,Trevor Osborn,14,Purdue-Fort Wayne,3,4,7,2017,2014
267,1,0,NEC,10,5,1,6,4,18,24,0,0,21,120,0,8,Raynell Pascal,14,Fairleigh Dickinson,3,8,10,2008,2007
268,0,1,Big South,6,5,5,16,0,0,16,4,11,16,51,10,7,Nathan Payne,14,Charleston Southern,0,1,16,2019,2018
269,4,1,CUSA,3,5,2,5,3,14,19,1,3,7,47,1,3,Cordell Pope,14,Central Florida,3,2,4,2008,2008
270,0,0,MAAC,3,5,1,2,4,8,10,0,1,14,31,1,3,Patrick Ramsey,14,Marist,1,0,4,2014,2013
271,2,1,SWAC,6,6,6,12,0,0,12,2,6,11,67,5,19,Joseph Reed,14,Mississippi Valley State,1,3,11,2008,2008
272,1,1,GWC,2,5,3,6,2,9,15,2,6,22,64,3,5,Alex Roberts,14,Chicago State,2,4,5,2010,2010
273,0,1,WCC,1,6,6,8,0,0,8,2,2,6,32,4,4,Julian Roche,14,Santa Clara,1,2,5,2018,2018
274,2,0,Pac-12,8,5,4,5,1,2,7,3,4,18,46,2,5,Jack Ryan,14,Stanford,4,2,10,2014,2012
275,1,0,Big West,5,5,1,7,4,16,23,0,1,14,100,0,2,Andy Saharan,14,UC-Riverside,0,2,5,2011,2011
276,1,0,Big South,2,4,0,2,4,7,9,2,2,18,30,1,1,Anias Saunders,14,Radford,0,2,3,2019,2018
277,4,2,SWAC,4,6,5,11,1,4,15,1,1,21,61,1,9,Darius Scott,14,Alabama State,0,3,5,2015,2014
278,1,0,SWAC,3,5,4,14,1,6,20,3,7,12,39,5,4,Jayvian Scranton,14,Prairie View,5,3,8,2012,2012
279,1,2,Southland,5,4,4,12,0,0,12,6,13,20,66,3,12,Sharife Sergeant,14,Stephen F. Austin,1,4,8,2014,2014
280,4,9,GWC,27,4,4,14,0,0,14,6,13,37,192,12,26,Will Sinclair,14,Utah Valley,1,8,39,2013,2012
281,0,0,Southern,3,5,1,7,4,10,17,0,0,19,35,1,2,Tauras Skripkauskas,14,College of Charleston,0,3,4,2008,2007
282,0,0,Southern,2,5,3,7,2,12,19,2,2,16,31,1,0,Aaron Smith,14,Elon,2,1,3,2013,2010
283,6,0,Big 12,7,4,2,7,2,14,21,4,5,34,92,1,9,Andrew Sorrells,14,Texas Tech,4,4,8,2019,2016
284,0,0,MAC,1,5,2,4,3,6,10,1,5,5,7,1,0,Jonas Stalyga,14,Akron,0,0,2,2013,2013
285,2,1,WCC,12,5,4,11,1,2,13,3,4,9,48,3,5,Austin Stone,14,Portland,1,0,15,2018,2018
286,2,1,Southern,4,5,3,5,2,2,7,2,4,12,22,1,1,Trey Swinton,14,Citadel,1,1,5,2007,2007
287,3,0,Big West,6,6,4,7,2,4,11,0,2,10,39,2,4,Chris Tang,14,UC-Riverside,0,1,8,2015,2015
288,2,0,Southern,1,5,1,3,4,7,10,0,0,10,36,0,4,Brandon Thompson,14,Citadel,0,1,1,2015,2015
289,0,1,Southland,10,4,2,2,2,7,9,4,5,34,70,0,9,Myles Thornton,14,Incarnate Word,2,1,10,2018,2017
290,2,0,SWAC,5,6,6,13,0,3,16,2,5,11,49,1,4,Jason Tolliver,14,Arkansas-Pine Bluff,2,3,6,2009,2008
291,4,0,SWAC,3,5,1,3,4,13,16,0,0,20,81,0,8,Tyson Tufono,14,Alcorn State,0,6,3,2012,2012
292,3,3,Patriot,8,5,1,6,4,14,20,0,0,19,100,3,11,Jake Van Der Heijden,14,Bucknell,3,4,11,2020,2020
293,5,0,Patriot,4,4,2,5,2,5,10,4,4,19,44,2,1,Jay Vaughan,14,Lafayette,0,2,6,2020,2019
294,15,0,Total,12,4,2,6,2,8,14,4,5,31,146,2,22,Riley Welch,14,Total,4,7,14,2020,2018
295,3,1,SWAC,8,6,6,25,0,13,38,2,2,20,135,5,12,McCall Wollman,14,Southern,5,12,13,2010,2009
296,1,0,Ivy,7,5,1,5,4,6,11,0,2,22,54,2,3,Zach Yoshor,14,Harvard,0,2,9,2018,2015
297,5,0,Big Sky,7,5,1,3,4,15,18,0,0,7,43,0,7,Zack Zaragoza,14,Northern Arizona,2,2,7,2009,2009
298,2,1,CUSA,9,4,0,4,4,17,21,2,4,11,91,4,7,Maros Zuffa,14,Southern Mississippi,4,5,13,2007,2007
299,0,1,Patriot,3,6,5,7,1,1,8,0,0,15,47,4,8,Shane Acoveno,13,Lehigh,0,4,7,2019,2018
300,1,2,AEC,7,6,5,13,1,2,15,0,3,26,78,3,10,Tunde Agboola,13,Boston University,3,2,10,2010,2007
301,1,1,Big West,10,4,4,9,0,1,10,5,5,10,38,2,5,Regan Andersen,13,Cal State Fullerton,1,2,12,2009,2009
302,3,0,Sun Belt,15,4,2,7,2,11,18,3,4,9,62,1,3,Calvin Anderson,13,Louisiana-Monroe,0,5,16,2019,2018
303,0,0,Sun Belt,1,5,4,6,1,3,9,2,2,13,18,2,1,K.C. Anuna,13,Middle Tennessee,0,1,3,2011,2009
304,2,3,Horizon,8,4,4,7,0,3,10,5,6,16,96,3,20,Nick Arenz,13,Green Bay,1,3,11,2013,2013
305,2,6,NEC,12,5,5,12,0,0,12,3,5,15,84,5,11,Kwe Askew,13,Long Island University,1,2,17,2017,2017
306,10,0,NEC,15,5,4,12,1,10,22,2,4,23,145,1,14,Callum Baker,13,Fairleigh Dickinson,2,7,16,2020,2020
307,1,3,Sun Belt,12,5,5,16,0,0,16,3,9,23,103,5,22,Cornell Barnett,13,Louisiana,3,8,17,2013,2013
308,0,0,AAC,6,5,4,12,1,3,15,2,2,13,51,3,7,Joseph Battle,13,Tulsa,0,3,9,2017,2017
309,2,0,Big 12,3,4,0,0,4,8,8,1,3,17,22,1,0,Nick Berardini,13,Missouri,1,1,4,2008,2007
310,1,3,SEC,9,1,1,3,0,0,3,11,13,33,55,2,17,Cole Blackstock,13,Auburn,0,0,11,2019,2016
311,4,0,Horizon,4,4,2,5,2,6,11,3,4,11,26,1,5,Justin Bofenkamp,13,Youngstown State,1,4,5,2020,2019
312,1,0,MEAC,2,5,5,10,0,0,10,3,5,9,32,3,11,Ashwell Boyd,13,Delaware State,2,2,5,2014,2014
313,18,0,ACC,20,4,1,1,3,9,10,2,6,35,159,2,21,Doug Browman,13,Virginia,4,13,22,2013,2010
314,5,6,Patriot,2,5,5,16,0,0,16,3,5,15,62,6,7,Gabe Brown,13,American,0,8,8,2016,2015
315,0,0,Big East,6,4,1,3,3,6,9,2,2,13,46,2,2,Jarrett Brown,13,West Virginia,2,3,8,2008,2008
316,9,1,Patriot,15,5,4,9,1,12,21,2,4,40,155,13,12,Richard Brown,13,Army,4,11,28,2017,2014
317,8,2,MVC,14,5,5,13,0,16,29,3,8,24,139,2,16,Armon Brummett,13,Bradley,11,12,16,2019,2019
318,0,1,Summit,3,4,3,8,1,1,9,4,7,11,45,3,5,Nathan Brusseau,13,Omaha,1,2,6,2020,2020
319,1,0,Big South,7,6,6,8,0,0,8,1,2,15,42,2,2,Nathan Campbell,13,Liberty,0,2,9,2008,2008
320,4,0,MAAC,2,5,5,8,0,1,9,3,10,25,45,3,1,Ryan Carmello,13,Marist,1,4,5,2020,2018
321,5,0,Big West,5,4,2,3,2,6,9,3,5,14,48,0,7,Ian Clark ,13,Cal State Northridge,4,7,5,2013,2013
322,7,0,CAA,7,4,4,5,0,8,13,5,6,17,104,3,20,Kaleb Clyburn,13,Delaware,3,4,10,2011,2011
323,2,0,Horizon,19,5,5,15,0,0,15,3,5,23,111,7,14,Tom Cotter,13,Oakland,0,5,26,2018,2015
324,10,1,SEC,18,2,2,10,0,0,10,9,14,51,169,7,18,Stephen Cox,13,Arkansas,11,4,25,2010,2008
325,1,0,A-10,2,5,2,5,3,8,13,0,1,33,52,0,2,Eric Dadika,13,Rhode Island,1,6,2,2020,2017
326,6,0,Total,5,5,3,8,2,10,18,1,4,23,81,5,5,Brandon Davis,13,Total,3,9,10,2011,2008
327,9,0,Sun Belt,12,4,3,4,1,4,8,4,6,24,86,2,6,Stephen Dees,13,Louisiana,2,7,14,2008,2007
328,1,3,A-Sun,6,5,5,13,0,0,13,3,6,12,78,1,26,Justin Diecker,13,Kennesaw State,1,7,7,2015,2015
329,1,0,Patriot,6,4,1,2,3,7,9,2,3,9,52,3,4,Patrick Dorsey,13,Navy,1,0,9,2020,2020
330,0,1,MAC,3,6,6,17,0,4,21,1,5,23,68,3,10,Ellis Dozier,13,Ohio,0,5,6,2018,2017
331,1,1,MWC,12,6,6,12,0,0,12,1,6,9,47,4,7,Edmunds Dukulis,13,Boise State,0,2,16,2014,2014
332,0,0,Summit,2,5,5,8,0,2,10,3,10,15,51,0,3,Will Dunn,13,Purdue-Fort Wayne,0,2,2,2014,2014
333,5,2,Pac-12,10,2,0,3,2,10,13,7,10,33,78,3,6,Austin Eastman,13,Utah,3,5,13,2016,2014
334,1,0,A-Sun,3,4,0,0,4,8,8,1,2,11,19,0,1,Blake Edwards,13,South Carolina Upstate,1,2,3,2017,2016
335,1,2,Sun Belt,11,6,6,12,0,0,12,1,5,14,79,5,13,Ifeanyi Eke,13,Louisiana-Monroe,2,3,16,2013,2011
336,7,0,Big East,3,4,3,9,1,4,13,4,8,28,50,0,5,Alex Eppensteiner,13,Cincinnati,3,3,3,2013,2010
337,1,0,WAC,5,3,1,4,2,7,11,5,6,8,44,2,3,Ikem Eriobuna,13,Missouri-Kansas City,0,2,7,2016,2016
338,2,1,Big Ten,11,4,4,7,0,1,8,5,6,27,51,3,1,Dan Fahey,13,Wisconsin,1,3,14,2013,2010
339,0,0,A-10,0,4,3,6,1,2,8,4,8,18,23,0,1,Kamau Faines,13,Davidson,0,1,0,2017,2015
340,0,0,Pac-12,4,4,2,2,2,6,8,3,4,10,16,0,1,Kyle Feit,13,Arizona State,0,2,4,2020,2019
341,5,0,A-Sun,7,4,2,5,2,5,10,3,3,22,55,0,6,Zach Flener,13,Lipscomb,0,6,7,2019,2018
342,4,0,Big West,3,5,4,7,1,4,11,2,3,9,54,5,5,Dominic Freeman,13,Cal State Long Beach,1,1,8,2007,2007
343,8,0,Big East,5,4,3,7,1,6,13,4,8,20,105,2,11,Brad Gianiny,13,Louisville,5,10,7,2007,2007
344,1,0,Ivy,4,4,1,1,3,11,12,2,2,7,35,0,4,Brad Gilson,13,Columbia,0,1,4,2013,2013
345,1,1,MEAC,6,3,3,10,0,0,10,7,9,12,68,5,9,Zen Goodridge,13,Bethune-Cookman,2,3,11,2020,2020
346,7,0,OVC,1,5,4,6,1,13,19,2,2,17,61,3,7,Kevin Gray,13,Morehead State,4,1,4,2011,2011
347,2,2,WCC,12,4,4,9,0,0,9,5,10,29,88,3,18,Connor Griffin,13,Gonzaga,5,3,15,2015,2014
348,3,0,MAC,6,4,3,9,1,1,10,4,10,31,103,11,13,Alex Grimsley,13,Kent State,4,11,17,2010,2009
349,0,0,ACC,0,5,5,8,0,0,8,3,4,9,22,3,2,Paul Grinde,13,Clemson,0,2,3,2020,2020
350,3,0,Big Ten,4,6,6,11,0,0,11,1,4,19,56,1,11,Jake Hannon,13,Michigan State,1,1,5,2007,2007
351,1,0,SWAC,1,5,2,3,3,9,12,0,0,6,38,0,4,Charles Harper,13,Grambling,1,4,1,2007,2007
352,1,0,MEAC,8,3,3,10,0,10,20,7,10,5,64,2,10,Jordan Herrera,13,North Carolina A&T,1,3,10,2012,2012
353,1,0,Ivy,2,5,2,9,3,8,17,0,0,17,52,0,3,James Herring,13,Dartmouth,1,3,2,2011,2011
354,2,0,SWAC,10,6,5,5,1,5,10,0,0,14,38,3,6,Michael Higgins,13,Mississippi Valley State,3,2,13,2008,2007
355,2,0,SEC,2,4,0,0,4,9,9,1,2,14,21,2,0,Michael Hubert,13,Tennessee,1,3,4,2011,2009
356,4,0,Total,4,3,2,4,1,6,10,6,11,18,50,0,10,Chad Hudson,13,IUPUI,1,5,4,2018,2017
357,0,0,MVC,5,5,5,9,0,1,10,3,5,17,44,1,9,Daniel Huenermann,13,Indiana State,0,2,6,2019,2018
358,0,2,ACC,15,5,5,8,0,0,8,3,8,13,61,2,12,Aidan Igiehon,13,Louisville,0,4,17,2020,2020
359,0,0,MEAC,3,3,2,7,1,6,13,6,7,16,48,7,7,Julien Johnson,13,North Carolina A&T,1,3,10,2016,2014
360,0,0,MWC,3,3,1,6,2,7,13,5,8,9,71,2,8,Tariq Johnson,13,Wyoming,0,4,5,2019,2019
361,2,4,SWAC,12,4,4,7,0,0,7,5,9,13,80,5,12,Deante Jones,13,Texas Southern,3,4,17,2009,2009
362,5,1,Ind,6,2,2,8,0,0,8,9,16,3,45,0,4,Gerald Jones,13,Southern Illinois-Edwardsville,3,6,6,2011,2011
363,1,0,WAC,2,5,2,4,3,13,17,0,0,5,44,2,5,John Joyce,13,Chicago State,2,2,4,2018,2018
364,2,1,Big Ten,11,5,2,4,3,15,19,0,3,13,77,3,3,Schyler King,13,Penn State,3,0,14,2008,2008
365,1,0,AEC,5,4,1,4,3,13,17,2,2,19,69,1,7,Michael Knight,13,Albany (NY),1,2,6,2007,2007
366,0,0,Big West,3,5,5,7,0,0,7,3,6,4,20,4,3,Jarrel Lake,13,Cal State Fullerton,0,2,7,2007,2007
367,2,0,MVC,9,4,4,9,0,3,12,5,9,25,70,8,8,Tyler Lange,13,Northern Iowa,2,4,17,2012,2011
368,0,0,Big South,9,4,3,4,1,5,9,4,10,14,34,4,9,Ashton Lawrence,13,Coastal Carolina,2,4,13,2009,2007
369,12,1,Pac-12,6,2,2,7,0,1,8,9,10,20,113,1,9,Bryce Leavitt,13,Washington State,4,7,7,2013,2013
370,4,0,MAAC,5,1,0,1,1,9,10,10,12,27,39,1,2,Andrew Leone,13,Fairfield,0,2,6,2017,2014
371,10,0,ACC,7,4,3,4,1,2,6,4,6,19,37,2,5,Justin Lindner,13,Florida State,1,9,9,2020,2018
372,2,0,MAC,2,5,2,4,3,10,14,0,1,19,31,1,4,Benjamin Litteken,13,Miami (OH),1,1,3,2020,2019
373,0,0,MVC,3,5,2,2,3,6,8,0,0,10,49,1,8,Luke Litwiller,13,Illinois State,2,1,4,2018,2018
374,2,4,Southland,12,6,6,13,0,0,13,1,2,9,57,4,12,Josh Lockett,13,Southeastern Louisiana,3,3,16,2011,2011
375,1,0,SWAC,1,3,1,4,2,10,14,5,6,6,24,1,2,John Love,13,Prairie View,1,2,2,2013,2013
376,2,0,A-10,4,4,3,9,1,8,17,4,4,15,70,1,6,Dustin Maguire,13,Saint Louis,2,0,5,2007,2007
377,0,1,MAAC,5,4,1,2,3,13,15,2,4,24,86,1,18,Matt Maloney,13,Manhattan,2,4,6,2019,2016
378,5,0,Big 12,11,4,2,10,2,6,16,3,4,34,105,3,8,Austin Mankin,13,Oklahoma,1,2,14,2016,2014
379,2,0,Big South,5,5,2,5,3,10,15,0,2,12,41,2,8,Marshawn Martin,13,Coastal Carolina,2,6,7,2009,2009
380,1,1,Total,7,6,5,10,1,5,15,0,1,9,42,2,6,Khalid McCaskill,13,Total,1,3,9,2015,2013
381,1,0,Big 12,2,4,4,7,0,0,7,5,9,15,38,5,6,Ryan McClurg,13,Texas,0,4,7,2018,2015
382,0,0,Southern,9,5,3,6,2,12,18,1,2,20,31,5,5,Jay McMillan,13,Appalachian State,1,2,14,2008,2007
383,2,1,Southern,10,5,4,7,1,1,8,2,4,20,47,3,9,John Moody,13,Elon,3,5,13,2013,2010
384,24,0,MEAC,4,2,1,9,1,8,17,8,11,37,208,7,28,Darrell Mosley,13,Delaware State,11,24,11,2008,2007
385,4,0,NEC,1,4,0,1,4,7,8,1,2,13,44,1,4,Alan Mozee,13,Long Island University,2,4,2,2008,2008
386,1,1,Big East,8,3,3,11,0,1,12,7,8,31,110,4,10,George Muresan,13,Georgetown,2,5,12,2020,2017
387,0,6,CAA,15,4,4,13,0,0,13,5,8,24,85,12,24,Samba Ndiaye,13,College of Charleston,1,8,27,2020,2018
388,2,0,MAC,9,5,5,13,0,0,13,3,6,13,85,11,10,DeAndre Nealy,13,Kent State,1,4,20,2011,2011
389,2,0,Big West,4,5,4,5,1,1,6,2,4,9,41,1,3,Zoar Nedd,13,Hawaii,0,3,5,2020,2020
390,2,0,AEC,11,5,5,12,0,0,12,3,4,10,80,1,11,Kazadi Nyanguila,13,New Hampshire,0,4,12,2011,2011
391,1,0,MAAC,5,4,2,8,2,9,17,3,7,13,85,2,5,Charles Oliver,13,Rider,3,3,7,2012,2012
392,3,3,Big East,10,5,5,11,0,0,11,3,7,7,40,3,12,Melvyn Oliver,13,Seton Hall,1,3,13,2010,2010
393,2,1,AEC,0,5,3,6,2,11,17,1,2,9,37,1,4,Chris Page,13,Albany (NY),2,1,1,2013,2013
394,0,1,CUSA,4,4,1,2,3,8,10,2,2,9,30,0,3,Jonas Page,13,Florida International,1,1,4,2015,2014
395,3,0,Ind,3,5,4,9,1,1,10,2,4,18,58,1,4,Kwai Pearson,13,Cal State Bakersfield,5,6,4,2012,2012
396,1,2,Total,8,6,5,8,1,6,14,0,2,30,52,3,10,Nick Pendergast,13,Temple,0,3,11,2015,2012
